Mom,Infant,Unit,Mos,Year,Sex,DOB,End.Date,Censored,N.Females,N.Males,unit.cat,End.Age,Mom.DOB,Mom.Age,Grooming.F,Total.Mom.Focal,Total.Fem.Focal,Grooming.M,Total.Male.Focal,Index.M,Index.F,Index.F.original,Index.M.original,Band,BandYear,Above.Male,Above.Female,Age.Cat,Takeover,fem.quartile,male.quartile
ID108,ID108_1,N,6,2017,F,6/2/17,11/1/20,0,5,1,MEDIUM,3.42,6/15/08,8.96,0.022,10.213,37.206,0.010,81.934,-1.034275599,-0.921153563,-0.97260003,-0.909997241,Mid,Mid_2017,Below,Below,Middle-aged,N,1,1
ID43,ID43_1,M1,6,2017,F,6/10/17,2/27/18,1,8,1,LARGE,0.72,12/15/04,12.48,0.021,14.306,198.590,0.013,172.710,-0.41808208,-1.133826316,-0.992877093,-0.758570733,Mid,Mid_2017,Below,Below,Middle-aged,N,1,2
ID100,ID100_2,M2,6,2017,F,6/20/17,11/1/20,0,5,1,MEDIUM,3.37,10/1/05,11.72,0.054,20.758,189.862,0.017,169.912,-0.651679044,0.150895971,0.099449505,-0.527400686,Mid,Mid_2017,Below,Above,Middle-aged,N,3,1
ID4,ID4_1,N,7,2017,F,7/9/17,4/1/18,1,5,1,MEDIUM,0.73,6/1/05,12.1,0.011,9.263,38.429,0.063,21.858,2.028089582,-1.279606705,-1.331053172,2.15236794,Mid,Mid_2017,Above,Below,Middle-aged,N,1,4
ID15,ID15_3,A,7,2017,F,7/20/17,11/1/20,0,7,2,MEDIUM,3.29,10/12/01,15.77,0.057,6.356,25.242,0.025,51.806,0.157400624,0.112861545,0.189678872,-0.028165692,Mid,Mid_2017,Above,Above,Old,N,3,3
ID88,ID88_1,G,7,2017,F,7/21/17,8/15/17,1,4,2,SMALL,0.07,10/24/07,9.74,0.055,6.382,22.678,0.026,25.946,-0.278900325,0.241672426,0.126094063,0.00030037,Mid,Mid_2017,Below,Above,Middle-aged,N,3,2
ID94,ID94_3,Z5,7,2017,F,7/23/17,4/30/18,1,4,1,SMALL,0.77,6/15/04,13.1,0.040,4.349,31.877,0.008,73.966,-1.30617564,-0.262861524,-0.378439888,-1.026974944,Mid,Mid_2017,Below,Below,Middle-aged,N,2,1
ID3,ID3_1,M1,8,2017,M,8/5/17,8/30/17,1,8,1,LARGE,0.07,7/12/07,10.07,0.083,14.003,199.703,0.005,162.259,-0.897816379,0.891198698,1.032147921,-1.238305032,Mid,Mid_2017,Below,Above,Middle-aged,N,4,1
ID32,ID32_1,M2,8,2017,F,8/28/17,11/1/20,0,5,1,MEDIUM,3.18,11/4/02,14.81,0.076,20.888,197.631,0.011,161.381,-0.990158611,0.861407456,0.809960989,-0.865880253,Mid,Mid_2017,Below,Above,Middle-aged,N,4,1
ID12,ID12_2,N,9,2017,F,9/5/17,11/1/20,0,5,1,MEDIUM,3.16,12/18/06,10.72,0.023,8.530,39.410,0.050,21.858,1.271095505,-0.863075146,-0.914521612,1.395373863,Mid,Mid_2017,Above,Below,Middle-aged,N,1,4
ID72,ID72_4,M1,9,2017,M,9/9/17,9/5/18,1,8,1,LARGE,0.99,1/1/98,19.69,0.056,15.430,203.089,0.015,159.079,-0.314099475,0.026062394,0.167011617,-0.654588128,Mid,Mid_2017,Below,Above,Old,N,3,2
ID2,ID2_1,A,9,2017,M,9/22/17,10/31/20,0,7,2,MEDIUM,3.11,2/8/10,7.62,0.037,5.905,27.218,0.029,49.501,0.370461511,-0.550367317,-0.47354999,0.184895195,Mid,Mid_2017,Above,Below,Young,N,2,3
ID46,ID46_3,N,11,2017,F,11/14/17,11/1/20,0,5,1,MEDIUM,2.97,9/1/99,18.2,0.035,10.395,37.885,0.032,21.418,0.241309045,-0.472288546,-0.523735012,0.365587403,Mid,Mid_2017,Above,Below,Old,N,2,3
ID90,ID90_1,Z3,11,2017,F,11/14/17,11/1/20,0,4,2,SMALL,2.97,7/2/07,10.37,0.089,4.728,32.513,0.006,68.498,-1.445817735,1.335082925,1.219504562,-1.16661704,Mid,Mid_2017,Below,Above,Middle-aged,N,4,1
ID51,ID51_1,C5,11,2017,F,11/28/17,7/8/18,1,5,1,MEDIUM,0.61,3/1/97,20.74,0.050,21.143,162.686,0.027,139.692,-0.069971574,0.007353821,-0.044092645,0.054306784,Small,Small_2017,Above,Above,Old,N,3,3
ID22,ID22_1,T,12,2017,F,12/16/17,11/1/20,0,10,3,LARGE,2.88,6/18/07,10.5,0.047,5.480,47.980,0.016,29.607,0.066239543,-0.417911445,-0.148698429,-0.584093783,Mid,Mid_2017,Above,Below,Middle-aged,Y,2,3
ID39,ID39_1,Z3,12,2017,M,12/19/17,11/1/20,0,4,2,SMALL,2.87,3/26/01,16.73,0.154,4.324,27.347,0.032,68.043,0.066842627,3.485384759,3.369806396,0.346043322,Mid,Mid_2017,Above,Above,Old,N,4,3
ID21,ID21_2,M1,12,2017,F,12/24/17,1/7/18,1,8,1,LARGE,0.04,6/6/93,24.55,0.096,12.734,189.224,0.008,150.219,-0.693398642,1.309078188,1.450027411,-1.033887294,Mid,Mid_2017,Below,Above,Old,N,4,1
ID99,ID99_2,V,1,2018,M,1/5/18,10/31/20,0,6,2,MEDIUM,2.82,2/1/99,18.93,0.049,21.287,130.223,0.041,116.007,0.35823808,0.092318809,0.105004239,0.327594101,Small,Small_2018,Above,Above,Old,N,3,3
ID50,ID50_1,T,1,2018,F,1/10/18,2/19/18,1,10,3,LARGE,0.11,6/4/02,15.6,0.105,5.807,45.535,0.046,29.272,1.342686688,1.784767696,2.053980713,0.692353362,Mid,Mid_2018,Above,Above,Old,Y,4,4
ID40,ID40_1,M1,2,2018,M,2/15/18,8/31/18,1,8,1,LARGE,0.54,2/1/09,9.04,0.061,12.750,187.673,0.007,150.875,-1.812467793,0.372773075,0.513722298,-2.152956446,Mid,Mid_2018,Below,Above,Middle-aged,N,3,1
ID57,ID57_2,Z3,2,2018,M,2/22/18,10/31/20,0,4,2,SMALL,2.69,10/2/09,8.39,0.034,5.612,21.010,0.027,68.807,-0.999623481,-0.307106784,-0.422685147,-0.720422786,Mid,Mid_2018,Below,Below,Middle-aged,N,2,1
ID35,ID35_3,V,3,2018,F,3/22/18,10/30/20,0,6,2,MEDIUM,2.61,3/11/07,11.03,0.090,22.276,130.610,0.042,117.855,0.437472701,1.510524816,1.523210246,0.406828722,Small,Small_2018,Above,Above,Middle-aged,N,4,3
ID96,ID96_1,V,4,2018,M,4/10/18,10/31/20,0,6,2,MEDIUM,2.56,2/14/05,13.15,0.051,20.978,126.698,0.025,116.123,-0.821739691,0.165541459,0.178226889,-0.85238367,Small,Small_2018,Below,Above,Middle-aged,N,3,1
ID64,ID64_2,C5,5,2018,M,5/5/18,10/30/20,0,5,2,MEDIUM,2.49,2/17/04,14.21,0.063,21.690,180.351,0.017,149.774,-1.548617037,0.651686302,0.600239835,-1.424338679,Small,Small_2018,Below,Above,Middle-aged,N,4,1
ID3,ID3_3,M1,5,2018,F,5/20/18,10/30/20,0,6,1,MEDIUM,2.45,7/12/07,10.86,0.068,9.236,146.612,0.033,141.571,-0.200965922,0.76706283,0.77974826,-0.231609901,Mid,Mid_2018,Below,Above,Middle-aged,N,4,2
ID74,ID74_1,V,5,2018,F,5/25/18,11/1/20,0,6,2,MEDIUM,2.44,1/29/12,6.32,0.016,8.940,125.376,0.044,89.296,0.59039861,-1.061713359,-1.049027929,0.559754631,Small,Small_2018,Above,Below,Young,N,1,4
ID37,ID37_2,K,6,2018,F,6/16/18,11/1/20,0,3,1,SMALL,2.38,8/24/11,6.81,0.013,12.590,47.087,0.037,79.315,-0.392747867,-0.982731631,-1.162441891,0.041375165,Small,Small_2018,Below,Below,Young,N,1,2
ID31,ID31_1,V,8,2018,M,8/29/18,11/1/20,0,6,1,MEDIUM,2.18,2/14/05,13.54,0.031,17.188,93.831,0.031,81.498,-0.351276223,-0.528298788,-0.515613358,-0.381920202,Small,Small_2018,Below,Below,Middle-aged,N,2,2
ID33,ID33_2,M1,9,2018,F,9/10/18,10/30/20,0,6,1,MEDIUM,2.14,12/15/04,13.74,0.053,10.369,125.050,0.045,98.005,0.685006294,0.213700994,0.226386424,0.654362315,Mid,Mid_2018,Above,Above,Middle-aged,N,3,4
ID16,ID16_3,C5,10,2018,M,10/17/18,2/3/19,1,4,1,SMALL,0.3,6/15/05,13.34,0.008,16.785,154.422,0.038,109.383,-0.144686913,-1.200433729,-1.316012092,0.134513782,Small,Small_2018,Above,Below,Middle-aged,N,1,3
ID84,ID84_2,J1,11,2018,F,11/21/18,11/1/20,0,2,3,SMALL,1.95,7/1/03,15.39,0.012,18.670,17.366,0.055,75.428,0.751147219,-0.937432535,-1.181274692,1.340192588,Small,Small_2018,Above,Below,Old,N,1,4
ID71,ID71_3,K,11,2018,F,11/22/18,10/30/20,0,3,1,SMALL,1.94,3/11/07,11.7,0.036,20.890,29.442,0.058,25.968,1.172533985,-0.153753538,-0.333463797,1.606657017,Small,Small_2018,Above,Below,Middle-aged,N,2,4
ID109,ID109_2,T2,2,2019,M,2/21/19,8/21/20,0,4,1,SMALL,1.5,8/5/09,9.55,0.066,4.636,32.837,0.040,12.224,-0.002524777,0.508881598,0.393303235,0.276675918,Mid,Mid_2019,Above,Above,Middle-aged,N,3,3
ID110,ID110_1,K,4,2019,M,4/17/19,11/1/20,0,3,1,SMALL,1.54,11/10/12,6.43,0.029,15.561,42.684,0.042,26.093,-0.029306963,-0.732519039,-0.912229298,0.404816069,Small,Small_2019,Above,Below,Young,N,2,3
ID40,ID40_2,M1,5,2019,F,5/23/19,11/1/20,0,6,1,MEDIUM,1.45,2/1/09,10.3,0.130,9.151,114.901,0.018,35.668,-0.71826709,2.628004766,2.640690196,-0.748911069,Mid,Mid_2019,Below,Above,Middle-aged,Y,4,1
ID20,ID20_2,M1,6,2019,F,6/21/19,11/1/20,0,8,1,LARGE,1.37,10/18/10,8.67,0.071,8.382,121.482,0.020,36.382,-0.3257355,0.447977134,0.588926357,-0.666224152,Mid,Mid_2019,Below,Above,Middle-aged,Y,3,2
ID13,ID13_1,D1,7,2019,M,7/5/19,11/1/20,0,5,1,MEDIUM,1.33,5/25/07,12.11,0.065,23.652,158.003,0.030,55.714,-0.302555125,0.415464252,0.364017786,-0.178276766,Small,Small_2019,Below,Above,Middle-aged,N,3,2
ID48,ID48_1,C3,7,2019,M,7/18/19,8/23/19,1,3,1,SMALL,0.1,2/20/09,10.4,0.033,26.645,170.297,0.074,65.648,1.464236507,-0.579717812,-0.759428072,1.898359539,Small,Small_2019,Above,Below,Middle-aged,N,2,4
ID8,ID8_1,D1,7,2019,F,7/29/19,11/1/20,0,5,1,MEDIUM,1.26,2/16/01,18.44,0.082,26.460,156.296,0.016,56.416,-0.990041925,1.004758114,0.953311648,-0.865763567,Small,Small_2019,Below,Above,Old,N,4,1
ID89,ID89_1,D1,7,2019,M,7/29/19,11/1/20,0,5,1,MEDIUM,1.26,9/3/09,9.9,0.069,20.464,162.291,0.034,56.416,-0.1165023,0.562787076,0.511340609,0.007776058,Small,Small_2019,Above,Above,Middle-aged,N,3,3
ID102,ID102_1,D2,8,2019,F,8/5/19,11/1/20,0,4,1,SMALL,1.24,1/14/09,10.55,0.056,20.404,160.814,0.021,56.159,-0.881086742,0.16143054,0.045852177,-0.601886047,Small,Small_2019,Below,Above,Middle-aged,N,3,1
ID19,ID19_1,M2,8,2019,F,8/16/19,11/1/20,0,4,1,SMALL,1.21,10/24/02,16.81,0.082,10.814,120.168,0.049,36.635,0.445585027,1.077231267,0.961652904,0.724785722,Mid,Mid_2019,Above,Above,Old,N,4,3
ID93,ID93_4,T2,8,2019,M,8/26/19,11/1/20,0,4,1,SMALL,1.19,10/1/03,15.9,0.062,4.156,33.318,0.076,12.224,1.720998421,0.378728704,0.26315034,2.000199116,Mid,Mid_2019,Above,Above,Old,N,3,4
ID29,ID29_1,J1,8,2019,M,8/31/19,11/1/20,0,2,1,SMALL,1.17,3/28/13,6.43,0.016,14.084,25.664,0.049,54.023,0.12901977,-1.110359976,-1.354202133,0.718065139,Small,Small_2019,Above,Below,Young,Y,1,3
ID95,ID95_1,D1,9,2019,F,9/12/19,11/1/20,0,5,1,MEDIUM,1.14,4/1/13,6.45,0.044,13.078,162.501,0.003,55.213,-1.583544569,-0.318908748,-0.370355215,-1.459266211,Small,Small_2019,Below,Below,Young,N,2,1
ID78,ID78_1,V,9,2019,F,9/25/19,11/1/20,0,8,1,LARGE,1.1,12/1/07,11.82,0.040,14.583,83.937,0.026,49.764,-0.056350049,-0.64238684,-0.501437616,-0.396838702,Small,Small_2019,Above,Below,Middle-aged,N,2,3
ID54,ID54_2,C3,10,2019,M,10/1/19,11/1/20,0,2,1,SMALL,1.09,9/4/02,17.07,0.050,26.117,161.712,0.018,63.842,-1.325125746,0.094025229,-0.149816927,-0.736080377,Small,Small_2019,Below,Above,Old,N,3,1
ID36,ID36_1,D1,10,2019,F,10/8/19,11/1/20,0,5,1,MEDIUM,1.07,10/18/09,9.97,0.009,17.248,155.089,0.031,54.134,-0.236756621,-1.551541151,-1.602987618,-0.112478263,Small,Small_2019,Below,Below,Middle-aged,N,1,2
ID42,ID42_4,C3,10,2019,M,10/21/19,11/1/20,0,2,1,SMALL,1.03,7/28/06,13.23,0.053,23.600,165.786,0.057,64.739,0.521296557,0.170866191,-0.072975965,1.110341926,Small,Small_2019,Above,Above,Middle-aged,N,3,4
ID32,ID32_4,M2,10,2019,M,10/24/19,11/1/20,0,4,1,SMALL,1.02,11/4/02,16.97,0.026,11.713,126.421,0.005,37.981,-1.654495028,-0.883234044,-0.998812408,-1.375294333,Mid,Mid_2019,Below,Below,Old,N,1,1
ID16,ID16_1,C5,2,2020,M,2/21/20,11/1/20,0,4,1,SMALL,0.7,6/15/05,14.69,0.018,23.052,182.974,0.027,67.827,1.210509729,-0.535700508,-0.651278871,1.489710424,Small,Small_2020,Above,Below,Middle-aged,Y,2,4
ID38,ID38_1,T1,4,2020,M,4/2/20,11/1/20,0,4,1,SMALL,0.58,11/14/10,9.38,0.071,7.179,35.846,0.000,19.206,-1.751499997,1.797844059,1.682265696,-1.472299301,Mid,Mid_2020,Below,Above,Middle-aged,N,4,1
ID45,ID45_2,C5,8,2020,M,8/16/20,11/1/20,0,4,1,SMALL,0.21,1/24/10,10.56,0.026,19.113,156.850,0.018,70.110,0.186269037,-0.183053746,-0.298632109,0.465469733,Small,Small_2020,Above,Below,Middle-aged,Y,2,3
ID37,ID37_1,K,10,2020,F,10/14/20,11/1/20,0,3,1,SMALL,0.05,8/24/11,9.14,0.019,15.508,39.389,0.016,17.094,-0.134313849,-0.4317646,-0.61147486,0.299809183,Small,Small_2020,Above,Below,Middle-aged,N,2,3
ID23,ID23_1,V,10,2020,F,10/14/20,11/1/20,0,8,1,LARGE,0.05,10/3/14,6.03,0.049,6.791,110.323,0.010,21.401,-0.061995317,0.597181243,0.738130466,-0.402483969,Small,Small_2020,Above,Above,Young,N,4,3
ID35,ID35_2,V,10,2020,M,10/16/20,11/1/20,0,8,1,LARGE,0.04,3/11/07,13.6,0.014,13.933,103.180,0.010,21.401,-0.039717417,-0.999959546,-0.859010322,-0.380206069,Small,Small_2020,Above,Below,Middle-aged,N,1,3
